route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Papatoetoe Intermediate To Wiri Depot Via Puhinui,3,,GBT,02854-20170524122152_v54.17,,028
Westgate To Whenuapai Via Hobsonville Wharf,3,,RTH,09308-20170524122152_v54.17,,093
Te Atatu Peninsula To City Centre Express,3,,NZBGW,04011-20170524122152_v54.17,,04X
St Heliers To Pt Chevalier Via Hospital And Selwyn Village,3,,NZBML,00707-20170524122152_v54.17,,007
Howick College To Dannemora Dr,3,,HE,31152-20170524122152_v54.17,,311
Pahurehure To Papakura Interchange,3,,RTH,37701-20170524122152_v54.17,,377
Westgate To Whenuapai,3,,RTH,09306-20170524122152_v54.17,,093
Westlake Schools To Wairau Valley,3,,NZBNS,05560-20170524122152_v54.17,,055
Takapuna To Beach Haven Via Birkdale Rd,3,,BTL,97604-20170524122152_v54.17,,976
Britomart To Cockle Bay Express,3,,HE,55004-20170524122152_v54.17,,550X
Spinella Dr To Glenfield Intermediate Primary,3,,BTL,01255-20170524122152_v54.17,,012
Auckland Grammar To St Heliers Via Mission Bay,3,,NZBML,77104-20170524122152_v54.17,,771
Greenmeadows Intermediate And Manurewa High To Everglade,3,,RTH,00178-20170524122152_v54.17,,001
Avondale College To New Lynn Transport Centre,3,,NZBGW,15654-20170524122152_v54.17,,156
St Heliers To Newmarket To Auckland Grammar,3,,NZBML,77003-20170524122152_v54.17,,770
Selwyn College To Stonefields,3,,NZBML,04754-20170524122152_v54.17,,047
City Centre To Ranui Via RSA Village,3,,NZBGW,08704-20170524122152_v54.17,,087
Papakura Shops To Keri Hill Loop,3,,RTH,37202-20170524122152_v54.17,,372
City Centre To Parrs Park Express Via Te Atatu South,3,,NZBGW,07012-20170524122152_v54.17,,07X
North Shore Schools to Whenuapai,3,,PBC,32852-20170524122152_v54.17,,328
Torbay School To Long Bay,3,,NZBNS,05856-20170524122152_v54.17,,058
Takapuna To Mayoral Dr,3,,NZBNS,82001-20170524122152_v54.17,,820
Rakino Island To Auckland,4,,BFL,99111-20170524122152_v54.17,,RAK
Three Kings To Britomart,3,,NZBML,27401-20170524122152_v54.17,,274
Long Bay To Stanmore Bay,3,,BAYES,02758-20170524122152_v54.17,,027
Constellation Station To Long Bay Via Albany,3,,RTH,88706-20170524122152_v54.17,,887
New Lynn To Otahuhu,3,,PC,00802-20170524122152_v54.17,,008
Bayswater To Takapuna Via Francis St,3,,RTH,80303-20170524122152_v54.17,,803
Gulf Harbour to City Centre (Wellesley St) via HC Station,3,,NZBNS,99201-20170524122152_v54.17,,992X
Matiatia Wharf To Onetangi Via Seaview Rd,3,,WBC,00106-20170524122152_v54.17,,1A
Stanley Bay To Belmont Intermediate And Takapuna Grammar,3,,RTH,08153-20170524122152_v54.17,,081
Somerville Intermediate To Dannemora,3,,HE,31552-20170524122152_v54.17,,315
Glen Innes To Pt Chevalier,3,,NZBML,00701-20170524122152_v54.17,,007
Onehunga To Wynyard Quarter Via Unitec,3,,NZBML,01001-20170524122152_v54.17,,010
Ranui To City Centre Via Te Atatu South,3,,NZBGW,09701-20170524122152_v54.17,,097
Auckland Pier 1 To Half Moon Bay,4,,FGL,95014-20170524122152_v54.17,,HMB
Glen Innes to Stonefields Feeder,3,,HE,63201-20170524122152_v54.17,,632
Mayoral Dr To Mairangi Bay Express,3,,NZBNS,86304-20170524122152_v54.17,,863X
New Lynn To City Centre V GreenBay And Blockhouse Bay Rd (U),3,,PC,19501-20170524122152_v54.17,,195
Bayswater Wharf To Takapuna Via Westlake,3,,RTH,80401-20170524122152_v54.17,,804
Chatswood To Auckland University,3,,BTL,97101-20170524122152_v54.17,,971
Morningside Train Station to Swanson Train Station,2,,AM,10160-20170524122152_v54.17,,WEST
Pukekohe Train Station to Papakura Train Station,2,,AM,30117-20170524122152_v54.17,,PUK
Middlemore Station to Ellerslie Station via Otahuhu,3,,NZBML,32103-20170524122152_v54.17,,321
Otara Town Centre To De La Salle College,3,,GBT,03153-20170524122152_v54.17,,031
Homai Train Station to Papakura Train Station,2,,AM,20224-20170524122152_v54.17,,STH
Albany Station To Birkenhead Wharf Via Highbury,3,,BTL,95702-20170524122152_v54.17,,957
One Tree Hill College To Bailey Rd Via Ruawai Rd,3,,NZBML,06552-20170524122152_v54.17,,065
Papakura Interchange To Otahuhu Station Via Great South Rd,3,,RTH,03301-20170524122152_v54.17,,33
Northcote College To Beach Haven,3,,BTL,01458-20170524122152_v54.17,,014
Auckland 2 to Waiheke Island 2,4,,FGL,98022-20170524122152_v54.17,,MTIA
City Centre To Massey Via Te Atatu Peninsula (S),3,,RTH,52507-20170524122152_v54.17,,N05
Sancta Maria College To Pakuranga,3,,HE,08852-20170524122152_v54.17,,088
Papakura Interchange To Pahurehure,3,,RTH,37702-20170524122152_v54.17,,377
Westlake Girls To Bayview,3,,BTL,01556-20170524122152_v54.17,,015
Otahuhu Train Station to Britomart Train Station,2,,AM,20451-20170524122152_v54.17,,STH
Everglade To Manurewa High And Greenmeadows Intermediate,3,,RTH,00163-20170524122152_v54.17,,001
Stanley Bay To Belmont Schools,3,,RTH,08251-20170524122152_v54.17,,082
Britomart to HC Station via all Busway Stations,3,,RTH,10004-20170524122152_v54.17,,NEX
Newmarket To St Heliers Via Kohimarama,3,,NZBML,77002-20170524122152_v54.17,,770
Kingsway School To Stanmore Bay,3,,BAYES,01356-20170524122152_v54.17,,013
Long Bay To City Centre Via North Shore Hospital,3,,NZBNS,85803-20170524122152_v54.17,,858
Newmarket To Albany Station Via Ponsonby,3,,NZBNS,96202-20170524122152_v54.17,,962
City Centre To Orakei V Remuera GlenInnes And StHeliers (S),3,,NZBML,52604-20170524122152_v54.17,,N62
Birkenhead College To Highbury,3,,BTL,00460-20170524122152_v54.17,,004
Onehunga High To Mangere Town Centre,3,,GBT,06158-20170524122152_v54.17,,061
Panmure Town Centre To Ellerslie Penrose Schools,3,,NZBML,06157-20170524122152_v54.17,,061
Constellation Station To Takapuna,3,,NZBNS,87301-20170524122152_v54.17,,873
Takapuna To Takapuna Grammar,3,,NZBNS,06257-20170524122152_v54.17,,062
Beach Haven To Takapuna Via Rangatira Rd,3,,BTL,97601-20170524122152_v54.17,,976
Oneroa Beach To Waiheke High School,3,,WBC,09151-20170524122152_v54.17,,091
Kingsland Train Station to Britomart Train Station,2,,AM,10173-20170524122152_v54.17,,WEST
New Lynn To City Centre via Blockhouse Bay and Sandringham R,3,,NZBML,24901-20170524122152_v54.17,,249
Britomart To Otahuhu Express Via Mt Wellington,3,,NZBML,50008-20170524122152_v54.17,,50X
Northcross Intermediate To Gulf Harbour,3,,BAYES,02656-20170524122152_v54.17,,026
Britomart To Bucklands Beach Express Via Tamaki Campus,3,,HE,55402-20170524122152_v54.17,,554X
Orewa College To Stanmore Bay Via Vipond Rd,3,,BAYES,00656-20170524122152_v54.17,,006
Papakura Shops To Karaka Harbourside Loop,3,,RTH,37802-20170524122152_v54.17,,378
Airport To Downtown Via Dominion Rd,3,,ABEXP,30005-20170524122152_v54.17,,SKY
Britomart To Cockle Bay Via Botany Town Centre,3,,HE,50102-20170524122152_v54.17,,501
Britomart Train Station to Kingsland Train Station,2,,AM,10012-20170524122152_v54.17,,WEST
Otahuhu Station to Papakura Interchange Via Great South Rd,3,,RTH,03302-20170524122152_v54.17,,33
Parnell To Epsom Schools,3,,NZBML,02951-20170524122152_v54.17,,029
Gulf Harbour School To Whangaparaoa College,3,,BAYES,01952-20170524122152_v54.17,,019
Beach Haven To Rosmini St Josephs,3,,BTL,02057-20170524122152_v54.17,,020
Ranui To City Centre Via RSA Village,3,,NZBGW,08703-20170524122152_v54.17,,087
Midtown To Henderson Via St Lukes And New Lynn,3,,NZBGW,22402-20170524122152_v54.17,,224
Blockhouse Bay To New Lynn Via Green Bay (U),3,,PC,19504-20170524122152_v54.17,,195
Blockhouse Bay To Midtown,3,,NZBML,24801-20170524122152_v54.17,,248
Britomart Train Station to Puhinui Train Station,2,,AM,20330-20170524122152_v54.17,,STH
Papakura Shops To Drury,3,,RTH,37602-20170524122152_v54.17,,376
City Centre To Upland Rd Via Lucerne Rd And Benson Rd,3,,NZBML,60602-20170524122152_v54.17,,606
Favona To Onehunga Schools Via Mangere Bridge,3,,GBT,06251-20170524122152_v54.17,,062
Wairau Valley To Westlake Schools Via Sunnynook,3,,NZBNS,05251-20170524122152_v54.17,,052
Swanson To City Centre,3,,NZBGW,08501-20170524122152_v54.17,,085
Britomart Train Station to Otahuhu Train Station,2,,AM,50178-20170524122152_v54.17,,EAST
Totara Vale to Westlake Schools Via Sunnynook,3,,NZBNS,05453-20170524122152_v54.17,,054
City Centre To Massey Via Te Atatu Peninsula,3,,RTH,52505-20170524122152_v54.17,,N05
Titirangi Village To Avondale College,3,,RTH,07255-20170524122152_v54.17,,072
Sylvia Park To New Lynn (No Stop On Donavon St By Countdown),3,,PC,00903-20170524122152_v54.17,,009
Birkenhead College To Beach Haven,3,,BTL,00164-20170524122152_v54.17,,001
St Josephs And Rosmini College To Browns Bay,3,,NZBNS,04952-20170524122152_v54.17,,049
Sandringham To Ponsonby Intermediate,3,,NZBGW,01055-20170524122152_v54.17,,010
St Peters School To Lynfield,3,,NZBML,09954-20170524122152_v54.17,,099
Birkdale Intermediate To Beach Haven,3,,BTL,02356-20170524122152_v54.17,,023
St Thomas Primary To Remuera,3,,NZBML,07354-20170524122152_v54.17,,073
Redcastle Dr To Howick Schools,3,,HE,31757-20170524122152_v54.17,,317
Westgate To Helensville,3,,RTH,06004-20170524122152_v54.17,,060
Westlake Schools To Totara Vale Via Sunnynook,3,,NZBNS,07356-20170524122152_v54.17,,073
Orewa To Westlake Schools,3,,NZBNS,04551-20170524122152_v54.17,,045
City Centre To New Lynn Interchange,3,,NZBGW,13412-20170524122152_v54.17,,134
Manukau Station To Howick Intermediate,3,,HE,58003-20170524122152_v54.17,,580
Takapuna Normal Intermediate To Beach Haven,3,,BTL,01264-20170524122152_v54.17,,012
Remuera To Auckland Grammar,3,,NZBML,00953-20170524122152_v54.17,,009
Glendowie South To Britomart Via Tamaki Dr,3,,NZBML,76701-20170524122152_v54.17,,767
Greenhithe To Takapuna Schools,3,,PBC,33151-20170524122152_v54.17,,331
Onetangi To Matiatia Wharf,3,,WBC,00103-20170524122152_v54.17,,1
Torbay To Albany Station,3,,NZBNS,88201-20170524122152_v54.17,,882
Somerville Intermediate To Flat Bush Via Kilkenny Dr,3,,HE,31652-20170524122152_v54.17,,316
Avondale College To Titirangi Village,3,,RTH,07256-20170524122152_v54.17,,072
Henderson To Takapuna,3,,RTH,13004-20170524122152_v54.17,,130
Long Bay To Westlake Schools,3,,NZBNS,03351-20170524122152_v54.17,,033
Otara To Edgewater College,3,,GBT,01353-20170524122152_v54.17,,013
Devonport To Westlake Schools,3,,RTH,01753-20170524122152_v54.17,,017
Hobsonville To City Centre,3,,RTH,09201-20170524122152_v54.17,,092
HC Station To Manly,3,,NZBNS,98206-20170524122152_v54.17,,982
Civic Centre To Takapuna And East Coast Bays,3,,NZBNS,52803-20170524122152_v54.17,,N83
Takapuna Schools To Greenhithe,3,,PBC,33152-20170524122152_v54.17,,331
Sandringham To City Centre Limited Stop Express,3,,NZBML,24001-20170524122152_v54.17,,240
Pukekohe Interchange To Waiuku Via Patumahoe And Victoria Av,3,,RTH,39604-20170524122152_v54.17,,396
Britomart To Auckland Girls Grammar,3,,NZBML,01555-20170524122152_v54.17,,015
City Centre To Westgate,3,,RTH,08004-20170524122152_v54.17,,080
Onehunga High To Mangere East,3,,GBT,00160-20170524122152_v54.17,,001
Browns Bay To Mayoral Dr,3,,NZBNS,87501-20170524122152_v54.17,,875
City Centre To Te Atatu Peninsula Complete Loop,3,,NZBGW,04806-20170524122152_v54.17,,048
Port Waikato to Pukekohe via Tuakau,3,,RTH,39901-20170524122152_v54.17,,399
Waiwera to City Centre (Wellesley St) via HC Station,3,,NZBNS,99101-20170524122152_v54.17,,991X
Waiheke Island 2 To Auckland 2,4,,FGL,98019-20170524122152_v54.17,,MTIA
Green Bay High To Oratia,3,,RTH,00754-20170524122152_v54.17,,007
Mairangi Bay To Mayoral Dr Via Long Bay College,3,,NZBNS,83909-20170524122152_v54.17,,839
Hillcrest To Northcote Schools,3,,BTL,08151-20170524122152_v54.17,,081
De La Salle College To Pt England,3,,NZBML,03652-20170524122152_v54.17,,036
Waitakere Schools To Te Atatu South,3,,RTH,04052-20170524122152_v54.17,,040
Glenfield Mall To Auckland University,3,,BTL,95103-20170524122152_v54.17,,951
Epsom Schools To Mt Eden,3,,NZBML,03052-20170524122152_v54.17,,030
Pt Chevalier To St Marys College,3,,NZBML,09551-20170524122152_v54.17,,095
Remuera To Auckland Grammar Via Benson Rd,3,,NZBML,01053-20170524122152_v54.17,,010
Blockhouse Bay To Civic Centre,3,,NZBML,25801-20170524122152_v54.17,,258
City Centre To Ranui,3,,NZBGW,08702-20170524122152_v54.17,,087
St Johns School To Albany,3,,NZBNS,06952-20170524122152_v54.17,,069
Northcote College To Marlborough,3,,BTL,07254-20170524122152_v54.17,,072
Long Bay College To Windsor Park,3,,NZBNS,04552-20170524122152_v54.17,,045
Northcross Intermediate To Torbay,3,,NZBNS,06352-20170524122152_v54.17,,063
Downtown To Sacred Heart College,3,,HE,01755-20170524122152_v54.17,,017
Orewa To Rangitoto College,3,,BAYES,02553-20170524122152_v54.17,,025
Seaside Park To Mangere Town Centre Via Otahuhu,3,,GBT,32412-20170524122152_v54.17,,324
Remuera To Sacred Heart College,3,,HE,02053-20170524122152_v54.17,,020
New Lynn To Sylvia Park Via Blockhouse Bay Shops,3,,PC,00906-20170524122152_v54.17,,009
Civic Centre To Birkenhead Via Beach Hvn And Glenfield Rd (S,3,,BTL,52906-20170524122152_v54.17,,N97
Civic Centre To Lynfield,3,,NZBML,26702-20170524122152_v54.17,,267
Epsom Schools To Botany Downs,3,,HE,01054-20170524122152_v54.17,,010
Kingsway School To Greenhithe,3,,BAYES,01060-20170524122152_v54.17,,010
Midtown To Patiki Rd,3,,NZBGW,22202-20170524122152_v54.17,,222
St Heliers To Pt Chevalier Via Greenlane Hospital,3,,NZBML,00705-20170524122152_v54.17,,007
Carmel College And Westlake Girls To Glenfield,3,,NZBNS,04652-20170524122152_v54.17,,046
Britomart Train Station to Swanson Train Station,2,,AM,10234-20170524122152_v54.17,,WEST
Portland Rd To Britomart,3,,NZBML,70301-20170524122152_v54.17,,703
Kingsland Train Station to Britomart Train Station,2,,AM,10165-20170524122152_v54.17,,WEST
Remuera To Epsom Schools,3,,NZBML,02851-20170524122152_v54.17,,028
Edgewater College To Otara,3,,GBT,01354-20170524122152_v54.17,,013
Otahuhu to Britomart Express,3,,NZBML,52005-20170524122152_v54.17,,52X
Glen Innes To Britomart Via Meadowbank And Parnell,3,,NZBML,65501-20170524122152_v54.17,,655
Britomart To Three Kings,3,,NZBML,27402-20170524122152_v54.17,,274
Rangitoto College To Orewa,3,,BAYES,02560-20170524122152_v54.17,,025
Whenuapai To City Centre,3,,RTH,09501-20170524122152_v54.17,,095
Royal Oak Intermediate To Mangere Bridge,3,,GBT,00258-20170524122152_v54.17,,002
New Lynn to Titirangi South Via Titirangi,3,,NZBGW,17002-20170524122152_v54.17,,170
Mangere Town Centre To Botany Town Centre Via Otara,3,,GBT,03101-20170524122152_v54.17,,31
Pt Chevalier To City Centre Via Muripara Ave,3,,NZBML,03003-20170524122152_v54.17,,030
Westlake Girls To Pinehill,3,,NZBNS,02654-20170524122152_v54.17,,026
Manurewa Interchange To Everglades Via Manukau Station,3,,RTH,36603-20170524122152_v54.17,,366
St Lukes to Onehunga,3,,NZBML,01102-20170524122152_v54.17,,011
Oratia To Green Bay High,3,,RTH,00757-20170524122152_v54.17,,007
Rosmini To Beach Haven,3,,BTL,02062-20170524122152_v54.17,,020
Takapuna Normal Intermediate To Devonport,3,,RTH,08954-20170524122152_v54.17,,089
Otahuhu Station to Britomart via Carbine Road,3,,NZBML,53205-20170524122152_v54.17,,532
Britomart To Pt Chevalier Via Westmere,3,,NZBML,00502-20170524122152_v54.17,,005
Britomart Train Station to Manukau Train Station,2,,AM,50150-20170524122152_v54.17,,EAST
City Centre To Glen Eden Express Via Titirangi,3,,NZBGW,17204-20170524122152_v54.17,,172X
Albany Station To Torbay,3,,NZBNS,88202-20170524122152_v54.17,,882
Mayoral Dr To Long Bay Via Crown Hill,3,,NZBNS,83902-20170524122152_v54.17,,839
City Centre To Te Atatu Peninsula,3,,NZBGW,04802-20170524122152_v54.17,,048
HC Station To Orewa,3,,NZBNS,98108-20170524122152_v54.17,,981
Glendowie To Britomart Via Tamaki Drive,3,,NZBML,76801-20170524122152_v54.17,,768
Albany Schools To Albany Heights,3,,RTH,06152-20170524122152_v54.17,,061
Onewa Rd To Westlake Schools,3,,BTL,00955-20170524122152_v54.17,,009
HC Station To Waiwera,3,,NZBNS,98106-20170524122152_v54.17,,981
Outer Link Clockwise,3,,NZBML,73102-20170524122152_v54.17,,OUT
Henderson To Avondale College,3,,RTH,05357-20170524122152_v54.17,,053
Rangitoto College To Browns Bay Shops,3,,NZBNS,05954-20170524122152_v54.17,,059
Castor Bay To Campbells Bay Primary,3,,NZBNS,04253-20170524122152_v54.17,,042
Britomart Train Station to Henderson Train Station,2,,AM,10250-20170524122152_v54.17,,WEST
Sturges Rd To City Centre Express,3,,NZBGW,09011-20170524122152_v54.17,,09X
Westlake Schools To Totara Vale,3,,NZBNS,02354-20170524122152_v54.17,,023
Britomart Train Station to Kingsland Train Station,2,,AM,10154-20170524122152_v54.17,,WEST
Hobsonville To Westgate,3,,RTH,09205-20170524122152_v54.17,,092
Onehunga To Manukau Station Via Mangere & Papatoetoe,3,,GBT,31301-20170524122152_v54.17,,313
Baradene College To Bucklands Beach,3,,HE,01152-20170524122152_v54.17,,011
Te Huruhi School to Rocky Bay,3,,WBC,08956-20170524122152_v54.17,,089
Midtown To Rosebank Rd,3,,NZBGW,22102-20170524122152_v54.17,,221
Swanson Train Station to Morningside Train Station,2,,AM,10175-20170524122152_v54.17,,WEST
Britomart Train Station to Swanson Train Station,2,,AM,10244-20170524122152_v54.17,,WEST
Westlake Schools To Rothesay Bay,3,,NZBNS,02954-20170524122152_v54.17,,029
Glenfield Shops To City Centre Via Coronation Rd,3,,NZBNS,95201-20170524122152_v54.17,,952
Newmarket To Albany Village,3,,NZBNS,89104-20170524122152_v54.17,,891X
Eastridge to Britomart,3,,NZBML,71505-20170524122152_v54.17,,715
May Rd To Civic Centre Via Flyover,3,,NZBML,25503-20170524122152_v54.17,,255
Howick To Manukau City Centre Via Sancta Maria Schools,3,,HE,58006-20170524122152_v54.17,,580
Mission Bay To Epsom Schools,3,,NZBML,01957-20170524122152_v54.17,,019
City Centre To Sturges Rd Express,3,,NZBGW,09012-20170524122152_v54.17,,09X
Panmure To Bucklands Beach Via Vivian Wilson Dr,3,,HE,55210-20170524122152_v54.17,,552
Papatoetoe Intermediate To Manukau,3,,GBT,02452-20170524122152_v54.17,,024
Papakura Shops To Opaheke Loop,3,,RTH,37402-20170524122152_v54.17,,374
Mayoral Dr To Long Bay Express Via Albany Station,3,,NZBNS,87004-20170524122152_v54.17,,87X
Waiheke High School To Rocky Bay,3,,WBC,08854-20170524122152_v54.17,,088
Macleans College To Panmure,3,,HE,08052-20170524122152_v54.17,,080
"HC Station to Albany Station via Dairy Flat Highway, Massey",3,,NZBNS,98601-20170524122152_v54.17,,986
Ponsonby To Western Springs College,3,,NZBGW,06255-20170524122152_v54.17,,062
Orewa to HC Station via Millwater and Silverdale,3,,NZBNS,98501-20170524122152_v54.17,,985
Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd,3,,NZBML,62502-20170524122152_v54.17,,625
Papatoetoe Station To Ormiston Via Otara,3,,GBT,31402-20170524122152_v54.17,,314
Lynfield To Civic Centre Via Flyover,3,,NZBML,26703-20170524122152_v54.17,,267
Auckland 2 To Waiheke Island 1 Via Devonport,4,,FGL,98014-20170524122152_v54.17,,MTIA
Beach Haven To Birkenhead College And Birkdale Intermediate,3,,BTL,00151-20170524122152_v54.17,,001
Bayswater To Takapuna Via Francis St and Milford,3,,RTH,80405-20170524122152_v54.17,,804
Hibiscus Coast Station to Britomart (Morning Peak),3,,RTH,10005-20170524122152_v54.17,,NEX
Te Atatu To Kelston Schools,3,,RTH,01759-20170524122152_v54.17,,017
Otahuhu To Edgewater College,3,,GBT,07353-20170524122152_v54.17,,073
Campbells Bay Primary To Milford,3,,NZBNS,04252-20170524122152_v54.17,,042
Glendowie College To Otahuhu Transport Centre,3,,NZBML,02752-20170524122152_v54.17,,027
Hobsonville To New Lynn,3,,RTH,13005-20170524122152_v54.17,,130
Arkles Bay/Manly To Orewa College,3,,BAYES,00551-20170524122152_v54.17,,005
Inner Link Ponsonby To CBD Clockwise,3,,NZBML,79908-20170524122152_v54.17,,INN
Long Bay To Constellation Station Via Albany,3,,RTH,88705-20170524122152_v54.17,,887
Mayoral Dr To Glenfield Express,3,,RTH,94504-20170524122152_v54.17,,945X
Manukau Station To Howick Via Sancta Maria Schools,3,,HE,58005-20170524122152_v54.17,,580
Britomart Train Station to Otahuhu Train Station,2,,AM,20360-20170524122152_v54.17,,STH
Torbay To City Centre Express Via Crown Hill,3,,NZBNS,86605-20170524122152_v54.17,,866X
Civic / Queen St To Mangere Town Centre (Express),3,,GBT,30904-20170524122152_v54.17,,309X
Takapuna To New Lynn,3,,RTH,13001-20170524122152_v54.17,,130
Westlake Boys To Takapuna Via Milford And Crown Hill,3,,RTH,03454-20170524122152_v54.17,,034
Bayview To Westlake Schools,3,,BTL,00857-20170524122152_v54.17,,008
Civic Centre To May Rd,3,,NZBML,25502-20170524122152_v54.17,,255
Henderson To City Centre Via Glen Eden,3,,NZBGW,15301-20170524122152_v54.17,,153
Cockle Bay To Britomart Via Botany Town Centre,3,,HE,50101-20170524122152_v54.17,,501
East Coast Rd To Kingsway School,3,,BAYES,00859-20170524122152_v54.17,,008
Swanson Train Station to Morningside Train Station,2,,AM,10177-20170524122152_v54.17,,WEST
Takapuna To Devonport Via Narrow Neck (R),3,,RTH,81312-20170524122152_v54.17,,813
Takapuna Grammar To Stanley Bay,3,,RTH,08254-20170524122152_v54.17,,082
Waiheke High School To Piemelon Bay Rd,3,,WBC,09652-20170524122152_v54.17,,096
Albany Loop Clockwise,3,,RTH,88002-20170524122152_v54.17,,880
Papakura Interchange To Takanini Station,3,,RTH,37102-20170524122152_v54.17,,371
Albany Station To Britomart,3,,RTH,10001-20170524122152_v54.17,,NEX
Midtown To St Lukes,3,,NZBGW,22002-20170524122152_v54.17,,220
Carmel College To Beach Haven,3,,BTL,02756-20170524122152_v54.17,,027
Milford To East Coast Bays Schools,3,,NZBNS,02753-20170524122152_v54.17,,027
Botany Town Centre To Half Moon Bay Via Gossamer Dr,3,,HE,56502-20170524122152_v54.17,,565
Takapuna To Bayswater Wharf Via Francis St,3,,RTH,80308-20170524122152_v54.17,,803
Unsworth To Westlake Schools,3,,NZBNS,05353-20170524122152_v54.17,,053
Orewa Schools To Hatfields Beach,3,,BAYES,00256-20170524122152_v54.17,,002
Auckland Grammar And St Peters To Lynfield,3,,NZBML,09952-20170524122152_v54.17,,099
Devonport To Takapuna Via Narrow Neck (R),3,,RTH,81311-20170524122152_v54.17,,813
Northcote College To Chatswood and Beachhaven,3,,BTL,03056-20170524122152_v54.17,,030
Bayswater To Westlake Schools,3,,RTH,01751-20170524122152_v54.17,,017
Long Bay College To Northcross Intermediate,3,,BAYES,02855-20170524122152_v54.17,,028
City Centre To Swanson Via New Lynn,3,,NZBGW,13502-20170524122152_v54.17,,135
Midtown To New Lynn Via Sandringham Rd (4-6pm),3,,NZBML,24304-20170524122152_v54.17,,243
Outer Link Herne Bay To CBD Clockwise,3,,NZBML,73104-20170524122152_v54.17,,OUT
Sacred Heart College To Howick,3,,HE,01652-20170524122152_v54.17,,016
Pukekohe Northwest Loop,3,,RTH,39216-20170524122152_v54.17,,392
Royal Oak Intermediate To Onehunga,3,,NZBML,00456-20170524122152_v54.17,,004
Westlake Schools To Stanley Bay,3,,RTH,08752-20170524122152_v54.17,,087
Auckland To Bayswater,4,,FGL,90012-20170524122152_v54.17,,BAYS
City Centre To Titirangi Via New North Rd And Green Bay (U),3,,PC,20902-20170524122152_v54.17,,209
Glen Innes Centre To Britomart Via Mission Bay,3,,NZBML,74501-20170524122152_v54.17,,745
Sylvia Park to Britomart via Mt Wellington Highway,3,,NZBML,52501-20170524122152_v54.17,,525
City Centre To Whenuapai,3,,RTH,09502-20170524122152_v54.17,,095
380 Queen St To Airport Via Dominion Rd,3,,ABEXP,30012-20170524122152_v54.17,,SKY
Kingsway School To Torbay,3,,BAYES,00962-20170524122152_v54.17,,009
Auckland To Gulf Harbour,4,,360D,93012-20170524122152_v54.17,,GULF
Midtown To Wesley,3,,NZBML,24602-20170524122152_v54.17,,246
Sacred Heart College To Parnell,3,,HE,01756-20170524122152_v54.17,,017
Britomart Train Station to Papakura Train Station,2,,AM,20328-20170524122152_v54.17,,STH
St Heliers To Newmarket Via Kohimarama,3,,NZBML,77001-20170524122152_v54.17,,770
Northcote Point To Highbury Shops,3,,BTL,96003-20170524122152_v54.17,,960
Titirangi To City Centre Via Green Bay And New North Rd (U),3,,PC,20901-20170524122152_v54.17,,209
Albany Station To Highbury Shops,3,,BTL,95704-20170524122152_v54.17,,957
Greenhithe To Mayoral Dr Express,3,,RTH,95601-20170524122152_v54.17,,956
